,WeekEndDate,E06000002_Lineage,E06000002_Other,E06000023_Lineage,E06000023_Other,E07000143_Lineage,E07000143_Other,E06000030_Lineage,E06000030_Other,E09000030_Lineage,E09000030_Other,E07000130_Lineage,E07000130_Other,E07000063_Lineage,E07000063_Other,E07000117_Lineage,E07000117_Other,E07000241_Lineage,E07000241_Other,E07000227_Lineage,E07000227_Other,E06000031_Lineage,E06000031_Other,E07000084_Lineage,E07000084_Other,E09000008_Lineage,E09000008_Other,E07000109_Lineage,E07000109_Other,E07000096_Lineage,E07000096_Other,E07000127_Lineage,E07000127_Other,E07000203_Lineage,E07000203_Other,E07000012_Lineage,E07000012_Other,E07000079_Lineage,E07000079_Other,E07000112_Lineage,E07000112_Other,E07000120_Lineage,E07000120_Other,E07000111_Lineage,E07000111_Other,E07000110_Lineage,E07000110_Other,E06000044_Lineage,E06000044_Other,E07000245_Lineage,E07000245_Other,E08000003_Lineage,E08000003_Other,E08000025_Lineage,E08000025_Other,E07000028_Lineage,E07000028_Other,E06000024_Lineage,E06000024_Other,E07000211_Lineage,E07000211_Other,E06000033_Lineage,E06000033_Other,E06000006_Lineage,E06000006_Other,E07000166_Lineage,E07000166_Other,E09000022_Lineage,E09000022_Other,E06000008_Lineage,E06000008_Other,E09000003_Lineage,E09000003_Other,E07000093_Lineage,E07000093_Other,E08000009_Lineage,E08000009_Other,E06000036_Lineage,E06000036_Other,E07000070_Lineage,E07000070_Other,E06000054_Lineage,E06000054_Other,E07000217_Lineage,E07000217_Other,E07000125_Lineage,E07000125_Other,E06000025_Lineage,E06000025_Other,E06000058_Lineage,E06000058_Other,E07000228_Lineage,E07000228_Other,E07000224_Lineage,E07000224_Other,E07000039_Lineage,E07000039_Other,E07000156_Lineage,E07000156_Other,E06000057_Lineage,E06000057_Other,E06000059_Lineage,E06000059_Other,E09000006_Lineage,E09000006_Other,E07000246_Lineage,E07000246_Other,E09000021_Lineage,E09000021_Other,E07000077_Lineage,E07000077_Other,E09000015_Lineage,E09000015_Other,E07000026_Lineage,E07000026_Other,E07000119_Lineage,E07000119_Other,E06000016_Lineage,E06000016_Other,E09000010_Lineage,E09000010_Other,E07000116_Lineage,E07000116_Other,E06000039_Lineage,E06000039_Other,E09000007_Lineage,E09000007_Other,E08000019_Lineage,E08000019_Other,E07000153_Lineage,E07000153_Other,E06000041_Lineage,E06000041_Other,E07000216_Lineage,E07000216_Other,E07000067_Lineage,E07000067_Other,E07000220_Lineage,E07000220_Other,E07000065_Lineage,E07000065_Other,E07000170_Lineage,E07000170_Other,E07000041_Lineage,E07000041_Other,E07000173_Lineage,E07000173_Other,E07000064_Lineage,E07000064_Other,E09000027_Lineage,E09000027_Other,E06000038_Lineage,E06000038_Other,E07000223_Lineage,E07000223_Other,E07000213_Lineage,E07000213_Other,E08000034_Lineage,E08000034_Other,E07000199_Lineage,E07000199_Other,E06000045_Lineage,E06000045_Other,E06000007_Lineage,E06000007_Other,E07000113_Lineage,E07000113_Other,E07000147_Lineage,E07000147_Other,E07000142_Lineage,E07000142_Other,E07000238_Lineage,E07000238_Other,E08000026_Lineage,E08000026_Other,E07000087_Lineage,E07000087_Other,E09000025_Lineage,E09000025_Other,E07000095_Lineage,E07000095_Other,E07000210_Lineage,E07000210_Other,E07000088_Lineage,E07000088_Other,E07000188_Lineage,E07000188_Other,E07000078_Lineage,E07000078_Other,E07000102_Lineage,E07000102_Other,E09000020_Lineage,E09000020_Other,E07000008_Lineage,E07000008_Other,E08000036_Lineage,E08000036_Other,E07000174_Lineage,E07000174_Other,E09000029_Lineage,E09000029_Other,E07000085_Lineage,E07000085_Other,E07000244_Lineage,E07000244_Other,E07000072_Lineage,E07000072_Other,E09000033_Lineage,E09000033_Other,E07000006_Lineage,E07000006_Other,E07000214_Lineage,E07000214_Other,E07000098_Lineage,E07000098_Other,E06000049_Lineage,E06000049_Other,E07000068_Lineage,E07000068_Other,E07000135_Lineage,E07000135_Other,E06000027_Lineage,E06000027_Other,E09000009_Lineage,E09000009_Other,E07000030_Lineage,E07000030_Other,E07000208_Lineage,E07000208_Other,E09000014_Lineage,E09000014_Other,E07000032_Lineage,E07000032_Other,E09000028_Lineage,E09000028_Other,E07000009_Lineage,E07000009_Other,E07000108_Lineage,E07000108_Other,E07000225_Lineage,E07000225_Other,E07000138_Lineage,E07000138_Other,E09000018_Lineage,E09000018_Other,E06000042_Lineage,E06000042_Other,E08000037_Lineage,E08000037_Other,E07000011_Lineage,E07000011_Other,E07000074_Lineage,E07000074_Other,E07000154_Lineage,E07000154_Other,E07000073_Lineage,E07000073_Other,E07000198_Lineage,E07000198_Other,E07000094_Lineage,E07000094_Other,E07000179_Lineage,E07000179_Other,E07000193_Lineage,E07000193_Other,E08000031_Lineage,E08000031_Other,E09000019_Lineage,E09000019_Other,E06000043_Lineage,E06000043_Other,E07000152_Lineage,E07000152_Other,E07000212_Lineage,E07000212_Other,E07000146_Lineage,E07000146_Other,E07000219_Lineage,E07000219_Other,E06000017_Lineage,E06000017_Other,E06000004_Lineage,E06000004_Other,E09000017_Lineage,E09000017_Other,E08000029_Lineage,E08000029_Other,E08000028_Lineage,E08000028_Other,E06000034_Lineage,E06000034_Other,E08000007_Lineage,E08000007_Other,E07000242_Lineage,E07000242_Other,E06000037_Lineage,E06000037_Other,E08000024_Lineage,E08000024_Other,E09000024_Lineage,E09000024_Other,E09000012_Lineage,E09000012_Other,E07000081_Lineage,E07000081_Other,E07000066_Lineage,E07000066_Other,E07000103_Lineage,E07000103_Other,E06000055_Lineage,E06000055_Other,E07000115_Lineage,E07000115_Other,E07000215_Lineage,E07000215_Other,E07000121_Lineage,E07000121_Other,E07000155_Lineage,E07000155_Other,E09000011_Lineage,E09000011_Other,E07000089_Lineage,E07000089_Other,E09000016_Lineage,E09000016_Other,E07000207_Lineage,E07000207_Other,E07000107_Lineage,E07000107_Other,W06000006_Lineage,W06000006_Other,E06000010_Lineage,E06000010_Other,E07000045_Lineage,E07000045_Other,E09000013_Lineage,E09000013_Other,E06000047_Lineage,E06000047_Other,E08000008_Lineage,E08000008_Other,E07000149_Lineage,E07000149_Other,E07000004_Lineage,E07000004_Other,E07000010_Lineage,E07000010_Other,E08000032_Lineage,E08000032_Other,E07000196_Lineage,E07000196_Other,E06000032_Lineage,E06000032_Other,E07000178_Lineage,E07000178_Other,E07000163_Lineage,E07000163_Other,E07000202_Lineage,E07000202_Other,E06000035_Lineage,E06000035_Other,E07000195_Lineage,E07000195_Other,E07000169_Lineage,E07000169_Other,E07000222_Lineage,E07000222_Other,E07000076_Lineage,E07000076_Other,E09000002_Lineage,E09000002_Other,E08000006_Lineage,E08000006_Other,E08000033_Lineage,E08000033_Other,E07000105_Lineage,E07000105_Other,E06000050_Lineage,E06000050_Other,E07000005_Lineage,E07000005_Other,E08000017_Lineage,E08000017_Other,E07000122_Lineage,E07000122_Other,E07000037_Lineage,E07000037_Other,E07000007_Lineage,E07000007_Other,E07000240_Lineage,E07000240_Other,E07000106_Lineage,E07000106_Other,E07000031_Lineage,E07000031_Other,E07000200_Lineage,E07000200_Other,E09000031_Lineage,E09000031_Other,E07000069_Lineage,E07000069_Other,E07000099_Lineage,E07000099_Other,E07000234_Lineage,E07000234_Other,E07000165_Lineage,E07000165_Other,E06000019_Lineage,E06000019_Other,E08000004_Lineage,E08000004_Other,E07000192_Lineage,E07000192_Other,E07000141_Lineage,E07000141_Other,E07000218_Lineage,E07000218_Other,E07000092_Lineage,E07000092_Other,E07000075_Lineage,E07000075_Other,E07000148_Lineage,E07000148_Other,E08000010_Lineage,E08000010_Other,E09000004_Lineage,E09000004_Other,E06000056_Lineage,E06000056_Other,E08000021_Lineage,E08000021_Other,E08000027_Lineage,E08000027_Other,E06000018_Lineage,E06000018_Other,E07000090_Lineage,E07000090_Other,E08000011_Lineage,E08000011_Other,E06000001_Lineage,E06000001_Other,E09000023_Lineage,E09000023_Other,E07000226_Lineage,E07000226_Other,E08000035_Lineage,E08000035_Other,E07000194_Lineage,E07000194_Other,E07000114_Lineage,E07000114_Other,E06000014_Lineage,E06000014_Other,E09000005_Lineage,E09000005_Other,E07000209_Lineage,E07000209_Other,E07000145_Lineage,E07000145_Other,E07000123_Lineage,E07000123_Other,E07000071_Lineage,E07000071_Other,E07000243_Lineage,E07000243_Other,E07000144_Lineage,E07000144_Other,E06000021_Lineage,E06000021_Other,E09000026_Lineage,E09000026_Other,E08000015_Lineage,E08000015_Other,E06000040_Lineage,E06000040_Other,E08000012_Lineage,E08000012_Other,E09000032_Lineage,E09000032_Other,E07000118_Lineage,E07000118_Other,E08000001_Lineage,E08000001_Other,E06000015_Lineage,E06000015_Other,E07000062_Lineage,E07000062_Other,W06000013_Lineage,W06000013_Other,E07000177_Lineage,E07000177_Other,E06000022_Lineage,E06000022_Other
0,2020-09-27,0,21,0,16,0,2,0,5,0,22,0,12,0,1,0,12,0,4,0,3,0,7,0,6,0,8,0,3,0,3,0,12,0,2,0,4,0,2,0,0,0,8,0,3,0,3,0,7,0,3,0,114,0,166,0,7,0,9,0,1,0,2,0,40,0,8,0,14,0,22,0,24,0,0,0,42,0,2,0,2,0,8,0,4,0,8,0,12,0,9,0,3,0,2,0,2,0,3,0,82,0,3,1,13,0,3,0,3,0,3,0,15,0,4,0,12,0,52,0,27,0,1,0,6,0,3,0,61,0,0,0,4,0,3,0,2,0,3,0,0,0,6,0,5,0,7,0,2,0,3,0,4,0,1,0,6,0,38,0,2,0,7,0,33,0,6,0,1,0,2,0,8,0,26,0,1,0,27,0,6,0,2,0,2,0,2,0,5,0,1,0,4,0,5,0,32,0,6,0,9,0,4,0,2,0,8,0,2,0,1,0,3,0,3,0,22,0,1,0,0,0,0,0,15,0,2,0,1,0,6,0,9,0,18,0,1,0,2,0,2,0,10,0,18,0,11,0,53,0,6,0,0,0,10,0,5,0,0,0,1,0,4,0,3,0,46,0,11,0,5,0,1,0,2,0,2,0,11,0,0,0,22,0,25,0,27,0,33,0,4,0,23,0,6,0,1,0,92,0,3,0,19,0,2,0,9,0,6,0,12,0,0,0,4,0,15,0,0,0,18,0,2,0,13,0,3,0,0,0,3,0,14,0,2,0,13,0,79,0,30,0,1,0,4,0,1,0,90,0,3,0,13,0,5,0,11,0,4,0,11,0,4,0,6,0,3,0,2,0,17,0,47,0,18,0,1,0,18,0,2,0,12,0,13,0,6,0,10,0,5,0,1,0,6,0,0,0,17,0,6,0,2,0,3,0,10,0,3,0,29,0,4,0,5,0,1,0,1,0,1,0,3,0,44,0,5,0,5,0,184,0,23,0,30,0,5,0,38,0,14,0,16,0,11,0,100,0,1,0,2,0,19,0,21,0,5,0,7,0,16,0,1,0,1,0,0,0,10,0,26,0,46,0,0,0,168,0,11,0,8,0,84,0,8,0,1,0,11,0,1,0,9
1,2020-10-04,0,29,0,15,0,6,0,4,0,22,0,5,0,2,0,2,0,2,0,2,0,7,0,1,0,19,0,5,0,1,0,8,0,2,0,8,0,1,0,1,0,4,0,1,0,1,0,12,0,2,0,62,0,27,0,3,0,5,0,3,0,8,0,4,0,2,0,18,0,9,0,22,0,5,0,8,0,2,0,0,0,6,0,3,0,3,0,8,0,25,0,3,0,0,0,1,0,0,0,44,0,4,1,17,0,4,0,5,0,4,0,14,0,2,0,2,0,3,0,14,0,4,0,2,0,13,0,60,0,4,0,0,0,6,0,6,0,5,0,2,0,4,0,42,0,6,0,0,0,9,0,0,0,0,0,0,0,29,0,0,0,13,0,9,0,4,0,2,0,2,0,3,0,6,0,2,0,25,0,8,0,1,0,0,0,1,0,8,0,4,0,3,0,1,0,12,0,5,0,4,0,2,0,7,0,6,0,7,0,0,0,0,0,5,0,14,0,2,0,0,0,2,0,12,0,1,0,5,0,18,0,3,0,18,0,1,0,0,0,1,0,6,0,6,0,8,0,34,0,8,0,1,0,3,0,1,0,1,1,1,0,2,0,0,0,7,0,16,0,3,0,2,0,2,0,4,0,1,0,1,0,20,0,11,0,9,0,9,0,4,0,17,0,10,0,2,0,94,0,3,0,15,0,2,0,5,0,2,0,10,0,2,0,1,0,7,0,4,0,8,0,4,0,18,0,4,0,0,0,0,0,9,0,2,0,11,0,103,0,14,0,0,0,3,0,5,0,51,0,1,0,16,0,6,0,1,0,2,1,3,0,1,0,0,0,1,0,3,0,18,0,14,0,13,0,4,0,11,0,3,0,18,0,3,0,6,0,0,0,7,0,0,0,8,0,2,0,20,0,6,0,2,0,1,0,13,0,1,0,2,0,0,0,4,0,0,0,6,0,0,0,3,0,25,0,6,0,3,0,118,0,5,0,35,0,2,0,12,0,16,0,20,0,3,0,72,0,1,0,2,0,21,0,10,0,6,0,14,0,3,0,3,0,1,0,5,0,2,0,30,0,11,0,5,0,26,0,13,0,5,0,10,0,11,0,2,0,1,0,1,0,7
2,2020-10-11,0,10,0,46,0,1,0,5,0,23,0,5,0,6,0,13,0,2,0,4,0,23,0,11,0,22,0,5,0,5,0,21,0,1,0,7,0,8,0,1,0,12,0,6,0,5,0,16,0,4,0,144,0,88,0,2,0,3,0,7,0,5,0,7,0,3,0,17,0,31,0,29,0,9,0,36,0,6,0,12,0,19,0,1,0,4,0,27,0,75,0,2,0,3,0,6,0,4,0,10,0,21,0,8,0,2,0,18,0,3,0,11,0,2,0,11,0,13,0,22,0,8,0,6,0,8,0,147,0,5,0,6,0,4,0,3,0,2,0,6,0,7,0,31,0,17,0,2,0,20,0,6,0,0,0,4,0,59,0,6,0,16,0,25,3,2,0,4,0,2,0,1,0,16,0,3,0,20,0,8,0,13,0,0,0,3,0,3,0,3,0,7,0,4,0,48,0,5,0,10,0,6,0,7,0,7,0,11,0,3,0,3,0,7,0,22,0,6,0,0,0,7,0,31,0,2,0,0,0,10,0,3,0,10,0,3,0,6,0,5,0,1,0,16,0,15,0,18,0,5,0,0,0,8,0,10,0,9,0,8,0,10,0,5,0,16,0,10,0,19,0,9,0,9,0,10,0,6,0,4,0,28,0,20,0,16,0,27,0,10,0,38,0,3,0,9,0,29,0,8,0,13,0,5,0,17,0,4,0,5,0,4,0,5,0,25,0,2,1,6,0,8,0,10,0,7,0,6,0,2,0,23,0,5,0,12,0,60,0,33,0,3,0,7,0,9,0,168,0,3,0,11,0,20,0,1,0,4,0,6,0,7,0,5,0,4,0,10,0,10,0,74,0,30,0,5,0,26,0,4,0,30,0,14,0,5,0,9,0,6,0,2,0,5,0,3,0,12,0,9,0,7,0,4,0,18,0,6,0,19,0,5,0,7,0,3,0,4,0,2,0,9,0,48,0,6,0,10,0,23,0,24,0,108,0,2,0,39,0,15,0,13,0,6,0,166,0,1,0,4,0,50,0,13,0,12,0,2,0,16,0,13,0,3,0,6,0,7,0,10,0,54,0,15,0,161,0,22,0,8,0,18,0,16,0,5,0,1,0,14,0,19
3,2020-10-18,0,28,0,35,0,1,0,1,0,27,0,4,0,4,0,19,0,11,0,4,0,8,0,4,0,12,0,2,0,1,0,25,0,6,0,2,0,2,0,1,0,13,0,7,0,6,0,13,0,4,0,118,0,89,0,1,0,3,0,10,0,8,0,8,0,1,0,33,0,51,0,35,0,2,0,72,0,3,0,4,0,5,0,4,0,21,0,13,0,8,0,3,0,0,0,3,0,2,0,9,0,5,0,8,0,1,0,10,0,8,0,28,0,0,0,16,0,11,0,21,0,5,0,17,0,17,0,129,0,3,0,2,0,1,0,5,0,4,0,3,0,6,0,2,0,8,0,5,0,19,0,6,0,1,0,4,0,83,0,8,0,4,0,40,3,3,0,0,0,0,0,4,0,30,0,1,0,31,0,5,0,1,0,0,0,1,0,1,0,13,0,17,0,0,0,32,0,7,0,9,0,3,0,3,0,9,0,17,0,4,0,3,0,5,0,43,0,4,0,1,0,0,0,26,0,5,0,5,0,10,0,3,0,14,0,1,0,6,0,0,0,2,0,25,0,3,0,13,0,3,0,2,0,9,0,0,0,12,0,1,0,5,0,2,0,18,0,23,0,20,0,3,0,1,0,0,0,2,0,2,0,26,0,34,0,9,0,35,0,11,0,54,0,9,0,3,0,8,0,10,0,32,0,2,0,6,0,12,0,4,0,3,0,4,0,45,0,1,0,15,0,2,0,13,0,10,0,4,0,0,0,13,0,1,0,24,0,38,0,43,0,6,0,4,0,4,0,110,0,4,0,12,0,10,0,2,0,4,0,6,0,20,0,4,0,7,0,10,0,18,0,58,0,41,0,2,0,24,0,0,0,29,0,16,0,4,0,6,0,3,0,6,0,5,0,4,0,17,0,10,0,4,0,5,0,12,0,3,0,71,0,18,0,2,0,4,0,2,0,0,0,10,0,83,0,18,0,5,0,36,0,17,0,35,0,1,0,61,0,9,0,15,0,5,0,129,0,10,0,2,0,64,0,25,0,7,0,3,0,35,0,14,0,4,0,4,0,29,0,22,0,52,0,10,0,188,0,18,0,14,0,100,0,12,0,3,0,0,0,6,0,5
4,2020-10-25,0,6,0,62,0,13,0,16,0,75,0,6,0,4,0,35,0,17,0,8,0,6,0,10,0,31,1,5,0,16,0,24,0,5,0,5,0,3,0,6,0,6,1,5,0,8,0,25,0,7,0,120,0,136,0,9,0,6,0,10,0,9,0,25,0,11,1,39,0,43,0,60,0,7,0,56,0,4,0,14,0,18,0,11,0,16,0,17,0,44,0,18,0,8,0,5,0,5,0,11,0,20,0,24,0,2,0,21,0,3,0,28,0,3,0,18,0,28,0,63,0,5,0,25,0,37,0,122,0,9,0,2,2,5,0,2,0,14,0,9,0,1,0,10,0,1,0,1,0,20,0,6,0,4,0,6,0,52,0,12,1,18,0,39,8,7,0,4,0,0,0,2,0,27,0,18,0,69,0,19,1,11,0,7,0,3,0,1,0,10,0,20,0,4,0,84,0,3,0,21,0,4,0,5,0,18,0,21,0,1,0,5,0,18,0,31,0,13,0,1,0,6,0,53,0,4,0,4,0,68,0,3,0,50,0,5,0,6,0,3,0,7,0,32,0,40,0,31,0,4,0,2,0,34,0,8,0,13,0,8,0,10,0,3,0,58,0,51,0,43,1,18,0,5,0,4,0,13,0,2,0,30,0,36,0,30,0,40,0,26,0,49,0,20,0,10,0,42,1,32,0,43,0,1,1,20,0,13,0,7,0,9,0,8,0,12,0,8,0,50,0,11,1,35,0,8,0,9,0,1,0,13,0,5,0,46,0,120,0,41,0,2,0,35,0,5,0,110,0,5,0,31,0,25,0,4,0,7,6,10,0,13,0,11,0,15,0,2,0,21,0,42,0,46,0,5,0,40,0,4,0,68,0,23,0,9,0,15,0,17,0,23,0,6,0,6,0,57,0,10,0,6,0,6,0,18,0,2,0,62,0,17,0,6,0,5,0,7,0,4,0,9,0,65,1,22,0,20,0,35,0,36,0,18,0,10,0,20,0,12,0,54,0,13,0,128,0,8,8,7,0,39,0,32,0,12,0,6,0,52,0,12,0,9,0,4,0,19,0,44,0,42,0,3,0,81,0,30,0,22,0,28,0,10,0,1,0,0,0,27,0,14
5,2020-11-01,0,22,0,49,0,11,0,2,0,17,0,6,0,3,0,8,0,5,0,11,0,40,0,8,0,25,1,5,0,3,0,26,0,5,0,21,0,4,0,6,0,9,1,7,2,16,0,5,0,14,0,129,0,168,0,2,0,9,0,4,1,15,0,12,0,7,0,23,0,11,0,26,0,3,0,38,0,4,0,11,0,9,0,4,0,9,0,29,0,7,2,2,0,5,0,8,0,1,0,19,0,4,2,22,0,2,0,12,0,1,0,12,0,2,0,21,0,20,0,35,1,7,0,30,0,20,0,63,0,0,0,12,3,10,0,5,0,5,0,1,0,6,0,4,0,6,1,0,1,16,0,6,0,11,0,16,0,63,1,6,0,16,0,27,1,3,0,3,0,3,0,1,0,16,0,2,0,28,0,5,0,14,0,0,0,5,0,2,0,3,0,2,0,6,0,91,0,4,0,19,0,8,0,12,0,24,0,9,0,1,0,5,0,0,0,33,0,12,0,2,0,0,0,34,0,5,0,10,1,20,0,23,0,21,0,2,2,7,0,7,0,10,0,39,0,8,0,46,0,8,0,2,0,7,0,2,2,14,0,7,0,9,0,8,0,29,0,13,0,15,0,2,0,12,0,18,0,8,0,1,1,35,1,40,0,30,0,74,1,8,0,65,0,3,0,3,0,23,5,19,0,12,0,7,1,6,0,13,0,9,1,4,0,1,0,11,0,1,0,28,1,5,9,30,0,13,3,10,0,0,0,48,0,1,0,14,0,87,0,52,0,10,0,3,0,4,0,101,0,8,0,13,0,5,0,3,1,10,14,13,0,23,0,6,0,5,0,1,2,9,0,84,0,20,1,2,0,20,0,2,0,39,0,9,0,12,0,17,0,4,2,17,0,7,0,2,1,21,0,3,0,9,0,6,0,5,1,5,0,107,0,26,0,4,0,6,0,6,0,8,0,6,0,72,4,22,0,21,0,60,0,31,1,7,0,5,0,23,0,5,2,18,0,9,0,122,0,11,14,6,0,18,0,19,1,10,0,14,0,18,0,14,0,6,0,8,0,48,0,24,0,22,0,10,0,57,0,25,0,5,0,68,0,22,0,0,0,2,0,2,0,6
6,2020-11-08,0,31,0,13,3,19,0,1,4,86,0,3,0,2,0,24,3,10,0,3,0,100,0,1,1,30,2,24,0,8,0,8,1,11,1,33,0,1,1,8,0,4,1,11,7,8,0,0,0,15,0,138,0,168,0,4,0,1,0,11,2,31,0,18,0,10,1,32,0,84,4,38,0,2,0,61,0,8,1,19,0,0,0,9,0,8,0,7,0,1,0,13,0,1,1,10,0,1,0,32,0,2,3,14,0,0,1,15,0,16,0,22,0,2,0,3,0,25,3,61,0,7,1,26,0,12,0,130,1,3,0,9,0,10,0,16,0,9,2,9,0,0,0,0,0,0,1,3,0,26,0,4,0,2,1,14,0,175,0,13,0,0,0,38,17,8,0,11,0,4,0,6,0,39,0,0,0,60,0,12,0,3,0,0,0,3,0,3,0,3,0,16,0,15,0,127,0,2,1,18,1,6,1,33,0,21,1,26,0,7,0,11,0,4,0,37,0,7,0,4,0,2,1,47,0,1,1,4,4,40,0,12,0,23,0,10,6,14,0,2,0,3,0,47,0,30,0,57,0,33,1,6,0,13,1,8,0,11,0,1,1,10,0,10,0,31,2,25,0,19,0,8,0,9,0,24,0,5,0,2,0,63,2,30,0,22,0,46,2,12,0,30,0,20,0,6,0,26,1,11,4,28,1,2,2,16,1,7,0,22,4,5,0,4,0,12,0,3,1,10,0,3,25,83,0,6,5,13,0,2,0,132,0,0,1,16,0,97,0,32,11,16,1,28,0,20,0,244,0,15,0,32,1,35,0,1,0,27,28,40,0,11,0,6,0,8,0,12,3,46,0,77,0,26,5,11,1,39,0,0,0,115,0,13,0,14,0,22,0,4,4,7,1,3,0,31,1,45,0,9,0,11,0,6,0,52,1,3,0,97,0,32,0,19,0,13,0,2,0,6,1,20,0,97,3,20,1,21,0,83,0,62,0,3,0,2,0,23,0,16,1,14,3,6,0,221,0,23,30,8,1,19,0,32,0,17,1,44,1,7,1,22,0,4,4,35,1,46,1,75,0,54,0,19,1,76,1,33,0,9,0,67,0,16,1,1,0,0,0,18,0,4
7,2020-11-15,0,15,1,82,3,12,0,8,7,78,2,31,0,2,0,34,0,5,0,1,0,62,1,13,7,42,3,28,0,18,0,5,2,6,0,15,1,4,2,7,0,21,7,10,10,16,3,19,1,3,0,160,1,78,1,2,2,5,1,9,6,33,0,19,0,3,8,35,0,52,8,63,0,1,0,53,0,4,2,12,1,12,2,8,0,19,1,15,0,25,1,8,1,7,0,3,0,5,0,19,0,3,7,24,0,5,1,15,0,8,1,27,1,3,0,19,2,86,18,54,5,4,1,20,2,14,1,112,1,5,0,16,0,1,0,5,0,4,11,9,0,11,0,2,0,19,1,1,1,10,0,20,0,1,0,11,0,185,0,17,0,19,0,40,27,6,0,18,0,4,1,10,0,42,0,10,5,60,3,20,1,4,0,5,2,3,0,7,0,6,1,17,1,7,0,112,0,7,3,22,3,3,1,16,4,23,6,15,0,3,0,4,1,11,0,27,3,12,0,10,0,0,7,52,0,0,0,1,3,34,0,10,2,33,1,6,10,15,0,9,0,31,3,22,3,34,0,44,2,10,3,4,0,25,0,9,0,12,0,18,1,3,0,19,0,13,7,26,0,11,0,11,1,10,1,34,0,14,0,2,1,18,3,41,1,13,0,53,10,15,0,44,2,11,2,11,0,45,8,25,2,19,0,13,11,14,1,10,1,29,10,5,0,1,0,15,0,12,7,27,0,3,43,61,0,3,11,20,0,0,1,109,0,0,0,22,0,80,0,70,23,6,2,5,0,21,0,144,0,11,1,23,0,14,0,11,0,13,60,30,0,24,0,5,0,18,1,11,5,51,0,115,0,37,6,4,0,52,0,3,0,59,1,33,0,10,2,8,0,9,18,11,0,5,2,12,3,26,0,6,1,13,0,3,1,10,0,7,1,74,0,14,0,17,0,11,0,8,1,3,1,12,0,50,15,33,1,15,0,44,0,84,0,49,0,6,0,29,0,5,3,24,0,5,1,193,0,25,36,9,0,21,0,49,3,7,0,17,0,41,0,20,1,15,1,18,0,70,3,64,0,10,2,10,0,62,2,22,1,18,0,70,0,22,3,2,0,0,0,9,0,4
8,2020-11-22,0,9,0,18,4,7,0,7,8,28,2,20,0,3,0,21,0,12,0,1,3,25,0,6,3,17,8,11,1,2,0,3,0,3,1,3,0,1,4,6,0,3,6,4,7,1,1,14,0,3,0,42,0,155,0,0,0,3,0,8,4,7,0,5,0,1,6,12,0,17,0,13,0,2,0,5,1,2,2,10,0,7,0,2,0,4,3,6,1,28,0,5,1,4,0,4,0,5,1,31,0,8,9,17,0,0,0,5,3,3,0,5,0,1,0,1,2,82,10,40,0,0,0,9,3,5,0,34,0,7,0,0,3,2,10,6,0,7,2,0,0,11,0,3,0,11,0,2,1,6,0,2,0,1,0,7,0,83,1,2,0,11,0,8,26,4,1,0,0,2,0,4,1,29,0,4,5,34,3,7,2,4,3,4,0,0,0,3,0,2,0,3,1,6,0,41,0,7,1,6,0,1,2,7,5,5,2,11,0,2,0,4,0,6,0,7,3,2,0,3,1,2,0,5,0,0,1,3,4,17,3,15,4,14,6,5,8,2,0,2,1,12,0,10,4,8,0,21,3,5,1,2,4,31,3,3,0,4,0,1,1,1,0,10,1,58,3,17,1,3,0,10,0,2,2,15,0,12,0,3,0,14,0,10,1,23,0,39,0,6,0,25,1,9,0,5,0,10,0,2,9,15,0,8,15,13,0,3,0,11,3,2,1,2,0,5,0,8,14,24,0,2,19,18,2,2,12,12,0,0,0,15,0,1,0,0,0,26,0,8,7,0,1,14,0,4,1,99,0,4,0,28,0,6,0,1,1,11,39,20,0,8,0,9,0,2,0,4,4,14,0,22,0,10,9,2,0,15,1,2,0,13,0,13,0,1,1,8,0,7,10,10,0,1,1,8,8,22,1,6,0,11,0,7,0,3,0,6,1,31,0,8,1,4,0,3,2,1,2,2,7,8,0,20,27,24,2,9,0,32,0,28,0,23,0,3,1,5,0,6,3,12,0,1,0,64,0,4,33,6,0,3,1,23,2,3,0,5,0,9,1,9,2,8,2,7,0,5,10,47,0,8,0,4,0,18,2,1,0,5,0,22,0,48,0,1,0,0,1,6,0,5
